timestamp,station_id,lat,lon,rainfall_mm
2026-09-07T16:45:00,gauge_05,12.93312,77.625455,3.49
2026-09-07T16:45:00,gauge_06,12.93312,77.625502,3.96
2026-09-07T16:45:00,gauge_07,12.931162,77.629127,4.55
2026-09-07T16:45:00,gauge_08,12.947324,77.635743,23.34
2026-09-07T16:45:00,gauge_09,12.942022,77.632958,22.27
2026-09-07T16:45:00,gauge_10,12.944161,77.628737,12.16
2026-09-07T17:00:00,gauge_01,12.937491,77.620618,0.61
2026-09-07T17:00:00,gauge_02,12.949014,77.649097,12.97
2026-09-07T17:00:00,gauge_03,12.94464,77.644973,21.0
2026-09-07T17:00:00,gauge_04,12.941973,77.62637,3.22
2026-09-07T17:00:00,gauge_05,12.93312,77.625455,0.3
2026-09-07T17:00:00,gauge_06,12.93312,77.625502,0.81
2026-09-07T17:00:00,gauge_07,12.931162,77.629127,1.42
2026-09-07T17:00:00,gauge_08,12.947324,77.635743,15.61
2026-09-07T17:00:00,gauge_09,12.942022,77.632958,11.61
2026-09-07T17:00:00,gauge_10,12.944161,77.628737,6.16
2026-09-07T17:15:00,gauge_01,12.937491,77.620618,1.04
2026-09-07T17:15:00,gauge_02,12.949014,77.649097,12.27
2026-09-07T17:15:00,gauge_03,12.94464,77.644973,14.89
2026-09-07T17:15:00,gauge_04,12.941973,77.62637,0.95
2026-09-07T17:15:00,gauge_05,12.93312,77.625455,0.0
2026-09-07T17:15:00,gauge_06,12.93312,77.625502,0.21
2026-09-07T17:15:00,gauge_07,12.931162,77.629127,0.42
2026-09-07T17:15:00,gauge_08,12.947324,77.635743,9.43
2026-09-07T17:15:00,gauge_09,12.942022,77.632958,4.48
2026-09-07T17:15:00,gauge_10,12.944161,77.628737,2.22
2026-09-07T17:30:00,gauge_01,12.937491,77.620618,0.0
2026-09-07T17:30:00,gauge_02,12.949014,77.649097,6.75
2026-09-07T17:30:00,gauge_03,12.94464,77.644973,7.15
2026-09-07T17:30:00,gauge_04,12.941973,77.62637,0.56
2026-09-07T17:30:00,gauge_05,12.93312,77.625455,0.43
2026-09-07T17:30:00,gauge_06,12.93312,77.625502,0.0
2026-09-07T17:30:00,gauge_07,12.931162,77.629127,0.76
2026-09-07T17:30:00,gauge_08,12.947324,77.635743,1.96
2026-09-07T17:30:00,gauge_09,12.942022,77.632958,1.43
2026-09-07T17:30:00,gauge_10,12.944161,77.628737,1.55
2026-09-07T17:45:00,gauge_01,12.937491,77.620618,0.0
2026-09-07T17:45:00,gauge_02,12.949014,77.649097,1.44
2026-09-07T17:45:00,gauge_03,12.94464,77.644973,1.2
2026-09-07T17:45:00,gauge_04,12.941973,77.62637,0.0
2026-09-07T17:45:00,gauge_05,12.93312,77.625455,0.0
2026-09-07T17:45:00,gauge_06,12.93312,77.625502,0.04
2026-09-07T17:45:00,gauge_07,12.931162,77.629127,0.0
2026-09-07T17:45:00,gauge_08,12.947324,77.635743,0.57
2026-09-07T17:45:00,gauge_09,12.942022,77.632958,0.0
2026-09-07T17:45:00,gauge_10,12.944161,77.628737,0.81
